forecast_lag_min,top_percent,top_percent_label,channel_name,channel_short_name,importance_total,importance_share_total,importance_mag,importance_phase,importance_share_mag,importance_share_phase,importance_total_norm_by_window_feature_count,importance_share_total_norm_by_window_feature_count,importance_mag_norm_by_window_feature_count,importance_phase_norm_by_window_feature_count,importance_share_mag_norm_by_window_feature_count,importance_share_phase_norm_by_window_feature_count,feature_count_total,feature_count_mag,feature_count_phase,unmatched_feature_count,val_css,test_css
30,0.25,25%,p5_flux_ic,p5,0.07991440760569268,0.07991440760569268,0.05031730983351747,0.02959709777217529,0.05764013470784924,0.23296756809376046,0.0010032574197388667,0.11622267782320908,0.0006150771788136062,0.00038818024092526006,0.08552588003192227,0.2694775583973567,307,161,146,0,0.6590909090909091,0.7717391304347826
30,0.25,25%,p7_flux_ic,p7,0.06878076866796536,0.06878076866796536,0.03825790305135812,0.03052286561660721,0.04382568727971209,0.24025456241316517,0.0009249170463751175,0.10714731212456834,0.000525983399580192,0.0003989336467949258,0.07313747718302277,0.27694265129159107,301,162,139,0,0.6590909090909091,0.7717391304347826
30,0.25,25%,long,long_xray,0.08354235846425867,0.08354235846425867,0.05650978918708498,0.027032569277173662,0.06473382364503967,0.21278140080848848,0.0011092703670823759,0.1285037817370984,0.0007430144998182829,0.00036625586726409296,0.10331543936650354,0.2542574980730081,303,163,140,0,0.6590909090909091,0.7717391304347826
30,0.5,50%,p3_flux_ic,p3,0.7521760778283706,0.7521760778283706,0.7079568088776088,0.044219268950761184,0.8160471717634307,0.3338411344111435,0.0037024475893169227,0.724353928890978,0.0034926852603491903,0.00020976232896773156,0.7973888609696267,0.28686383633869694,842,489,353,0,0.6363636363636364,0.7912087912087912
30,0.5,50%,p5_flux_ic,p5,0.0889147152242235,0.0889147152242235,0.05814141395017029,0.030773301274053106,0.06701840539055512,0.2323284407606411,0.00046987132631507795,0.09192652511047007,0.00029132767621962156,0.00017854365009545658,0.06651084383322513,0.24417023148220107,729,437,292,0,0.6363636363636364,0.7912087912087912
30,0.5,50%,p7_flux_ic,p7,0.06870596902144321,0.06870596902144321,0.04197964096827464,0.02672632805316863,0.04838906392907814,0.20177510591252315,0.0004145891707697149,0.0811110184487718,0.0002535742761788228,0.00016101489459089213,0.05789164730898594,0.2201985008333869,668,353,315,0,0.6363636363636364,0.7912087912087912
30,0.5,50%,long,long_xray,0.0902032379259642,0.0902032379259642,0.0594661132852652,0.030737124640698974,0.06854535891693611,0.2320553189156923,0.0005244710911580105,0.10260852754978032,0.0003425658484602638,0.00018190524269774707,0.07820864788816208,0.24876743134571508,685,358,327,0,0.6363636363636364,0.7912087912087912
30,1.0,100%,p3_flux_ic,p3,0.7427057553308051,0.7427057553308051,0.6966081342386994,0.04609762109210551,0.8171456543813218,0.3125041124801697,0.002036873776740472,0.7433369341382488,0.0019106957819845214,0.00012617799475595062,0.8178161988812009,0.31244799839342485,1462,731,731,0,0.6363636363636364,0.7634408602150538
30,1.0,100%,p5_flux_ic,p5,0.08862604486992723,0.08862604486992723,0.0545896683927798,0.03403637647714743,0.06403558630567491,0.23073875334650293,0.0002421457520236515,0.08836869666607519,0.00014900494388514628,9.314080813850511e-05,0.0637771109203423,0.23063973340129093,1462,731,731,0,0.6363636363636364,0.7634408602150538
30,1.0,100%,p7_flux_ic,p7,0.07697250082542606,0.07697250082542606,0.04437032430865116,0.032602176516774925,0.05204793902087915,0.22101605236720964,0.0002104405753880149,0.07679820611051408,0.00012118215267434862,8.925842271366632e-05,0.051868397055570614,0.2210259845274963,1462,731,731,0,0.6363636363636364,0.7634408602150538
30,1.0,100%,long,long_xray,0.0916956989738418,0.0916956989738418,0.056921426793244335,0.03477427218059746,0.06677082029212422,0.2357410818061178,0.0002507155593937908,0.09149616308516219,0.00015545600126591592,9.525955812787487e-05,0.06653829314288633,0.23588628367778794,1462,731,731,0,0.6363636363636364,0.7634408602150538
60,0.05,5%,p3_flux_ic,p3,0.818252359022124,0.818252359022124,0.7976935423237491,0.020558816698374817,0.8914265662380733,0.19551994174541437,0.014300572137460126,0.31289084103376513,0.013929169447008732,0.00037140269045139246,0.46767507986734824,0.023328131211805724,225,216,9,0,0.5051546391752577,0.5841584158415841
60,0.05,5%,p5_flux_ic,p5,0.04506401980464138,0.04506401980464138,0.018097295775267253,0.026966724029374136,0.02022381951864145,0.2564608843321558,0.009603185532149673,0.21011388697426334,0.004766227794447994,0.004836957737701679,0.16002719852856157,0.3038135901329217,18,8,10,0,0.5051546391752577,0.5841584158415841
60,0.05,5%,p7_flux_ic,p7,0.049312928902352914,0.049312928902352914,0.026210159280686766,0.023102769621666144,0.029289985500036763,0.21971362636561512,0.011022714666866378,0.2411726208881309,0.006003701149913343,0.005019013516953035,0.20157565212105163,0.31524867451823263,18,9,9,0,0.5051546391752577,0.5841584158415841
60,0.05,5%,long,long_xray,0.08737069227088179,0.08737069227088179,0.052849540550876054,0.03452115172000572,0.059059628743248306,0.32830554755681474,0.010778196071880665,0.2358226511038407,0.005084762341512286,0.00569343373036838,0.17072206948303859,0.3576096041370401,32,17,15,0,0.5051546391752577,0.5841584158415841
60,0.1,10%,p3_flux_ic,p3,0.7736562666552275,0.7736562666552275,0.7136298164754461,0.060026450179781504,0.8661081456619261,0.3409625337138619,0.008982644973364833,0.446818566067266,0.008263803606000465,0.0007188413673643667,0.6205974940817937,0.10590384589365395,338,274,64,0,0.5257731958762887,0.57
60,0.1,10%,p5_flux_ic,p5,0.07791458630208928,0.07791458630208928,0.033185296908031854,0.04472928939405745,0.040275861945077304,0.25407152675763833,0.0032549137371723972,0.16190731048910925,0.0014149841768899218,0.0018399295602824774,0.106262887673861,0.27106900834292896,95,43,52,0,0.5257731958762887,0.57
60,0.1,10%,p7_flux_ic,p7,0.060264448351657854,0.060264448351657854,0.02300618946860934,0.037258258883048526,0.027921826750199635,0.21163454298035703,0.004293652993387569,0.2135767226005825,0.0017010595988521933,0.0025925933945353742,0.1277466617871839,0.38195577464674135,57,18,39,0,0.5257731958762887,0.57
